tweet,created_at,word_count,favorite_count,retweet_count,user_followers_count,user_following_count,user_friends_count,user_verified,subjectivity,polarity,sentiment
RT @DOEDoobs: Every Trump voter over 30 that I ve met in real life keeps the mf THANG on them so make sure you ready for that kind of smoke ,2018-07-09,184,0,44,259,False,259,False,0.6472222222222223,0.375,Positive
RT @adriandt31: Who do you think President Trump will Pick for New SCOTUS Replacing Anthony Kennedy? Please vote and Retweet. Thx,2018-07-09,144,0,47,4018,False,4702,False,0.45454545454545453,0.13636363636363635,Neutral
RT @TomSteyer: Ivanka has never manufactured a product in America but she pays no tariffs. Typical and revolting self dealing. Corruption. ,2018-07-09,144,0,1949,4,False,24,False,0.5,-0.16666666666666666,Negative
RT @Fahrenthold: In his lawsuit the former driver for @realDonaldTrump's says Trump gave him a 7K raise in 2010 but only on the conditio ,2018-07-09,164,0,893,47,False,264,False,0.5,0.0,Neutral
9 PM Trump announces SCOTUS nominee 9:12 PM media hit pieces are hot off presses slandering and besmirching Trump's pick Rinse/ repeat ,2018-07-09,152,0,0,51271,False,1563,False,0.8500000000000001,0.25,Positive
RT @mdubowitz: Retweet if you want the Trump administration to sanction IRIB for broadcasting forced confessions of Iranian dissidents &amp; ot ,2018-07-09,144,0,239,882,False,465,False,0.2,-0.30000000000000004,Negative
RT @Amy_Siskind: A white mother beat a 92 year old Hispanic man with a brick in the face on Independence Day. This is Donald Trump. He has ,2018-07-09,172,0,13,682,False,2105,False,0.1,0.05,Neutral
RT @perfectsliders: WHO WILL YOU VOTE FOR IN 2020? According to the MSM media polls Biden will beat Trump 57 to 43 in 2020 election Vote ,2018-07-09,168,0,15,4367,False,5001,False,0.0,0.0,Neutral
RT @SydLawrence1: Truly CLASSIC phony1991 Donald Trump https://t.co/q1aV5y4OtD via @YouTube,2018-07-09,100,0,2,5862,False,6080,False,0.16666666666666666,0.16666666666666666,Neutral
RT @SocialPowerOne1: Mitch McConnell Orders Dems To Treat Trump SCOTUS Pick With 'Respect And Dignity' https://t.co/akt64NC2L2,2018-07-09,128,0,126,3535,False,4925,False,0.0,0.0,Neutral
@davewiner He won't doesn't have to isn't in his interest to ever play that card. The language coming from the Republicans post visit was evidence enough of their fealty. I wonder tho if Putin will humiliate/ wraith Trump (@tpm) the way Trump steals the dignity of the dogs loyal to him,2018-07-09,292,0,0,55,False,1924,False,0.6666666666666667,0.16666666666666666,Neutral
RT @piersmorgan: *NEW COLUMN* The Trump baby balloon tells America that Britain's become pathetically puerile &amp; disrespectful towards our ,2018-07-09,140,0,426,434,False,903,False,0.45454545454545453,0.13636363636363635,Neutral
@thehill This is disgusting. Trump promotes hate and this is the behavior that people think is ok. It's not. Not at all.,2018-07-09,152,0,0,397,False,535,False,0.7999999999999999,-0.43333333333333335,Negative
RT @squidslippers: i remember when social media was new all the adults kept telling kids don't trust everything you read on the internet! ,2018-07-09,160,0,6854,642,False,328,False,0.2606060606060606,0.10189393939393938,Neutral
RT @ACLU: Tomorrow is the deadline for the government to reunite 102 separated children under the age of five with their parents. Today in ,2018-07-09,160,0,36,184,False,191,False,0.0,0.0,Neutral
RT @BillKristol: Never Trumpers a lonely few? Not so. We few we happy few we band of brothers are never Trump but never feel lonely. ,2018-07-09,164,0,10,1260,False,2669,False,0.45,9.25185853854297e-18,Neutral
Trump conf a en que el norcoreano Kim Jong Un honrar el compromiso de desnuclearizaci n https://t.co/rkhYah8aKy,2018-07-09,132,0,0,1109,False,237,False,0.0,0.0,Neutral
@olgaNYC1211 This is still here despite Glenn's current support of tRUmp in 2015 obvious Russia wanted more to dominate Eurasia which requires destroying the West U.S. Putin's asset in the W.H. happy to oblige https://t.co/rMUvQQWcmq,2018-07-09,220,0,0,1776,False,2822,False,0.48,0.22000000000000003,Neutral
RT @kwilli1046: Actress Demi Moore: I Do Not Want Trump Supporters For Fans... Can anyone remember the last successful movie Demi Moore a ,2018-07-09,152,0,4963,213,False,168,False,0.5083333333333333,0.375,Positive
RT @Azi: Stuck in detention and having lost her baby E says she wouldn t have come to the US seeking a safer life if she d known what wou ,2018-07-09,184,0,137,212,False,418,False,0.0,0.0,Neutral
RT @davidfrum: Dinesh D Souza favorably retweeting Glenn Greenwald accusing MSNBC of McCarthyism for its Trump Russia coverage is a moment ,2018-07-09,144,0,1556,5329,False,5405,False,0.0,0.0,Neutral
RT @FoxNews: .@seanhannity on ScotusPick: The decision will be made at 9:01:30 ET...At 9:03 ET the left is going to be in process of try ,2018-07-09,168,0,352,1239,False,1704,False,0.0,0.0,Neutral
@RealMuckmaker How much longer will Trump put up with this POS?,2018-07-09,100,0,0,584,False,2482,False,0.2,0.2,Neutral
RT @DGPurser: So whats the REAL story on Manafort and why was he involved in the Trump campaign? It's better LOTS better than you think. ,2018-07-09,168,0,43,48332,False,39571,False,0.43333333333333335,0.39999999999999997,Positive
Tonight president Trump reads off a name someone else picked for him because he doesn't understand history politics government or civics. https://t.co/DCiqaFVUUK,2018-07-09,160,0,0,196,False,516,False,0.0,0.0,Neutral
@cal_erm @chasemylovex I can t wait to see the trump baby balloon in all it s glory,2018-07-09,128,0,0,1549,False,779,False,0.0,0.0,Neutral
RT @vdare: Refugee slots should go to Middle East Christians (+ South African farmers https://t.co/CGjL6aWGC8 of course) https://t.co/eZsPT ,2018-07-09,136,0,18,1366,False,215,False,0.0,0.0,Neutral
A: If Trump had 'colluded' with Putin since 1987 we would have heard about it well before March 2016. And it wouldn't have been from Hillary Clinton &amp; the DNC. LiberalismIsAMentalDisorder https://t.co/cTDcFlTPcr,2018-07-09,204,9,3,37597,False,73,False,0.0,0.0,Neutral
@Reuters Has Trump ever read the book 'How to make friends and influence people' do you think? Nah stupid idea he has never read a book or written one himself either.,2018-07-09,188,0,0,71,False,87,False,1.0,-0.7999999999999999,Negative
RT @PalmerReport: Today is not the day for defeatism. Call Democratic Senators and give them cover for fighting this pick like hell. Call s ,2018-07-09,160,0,42,3183,False,2170,False,0.0,0.0,Neutral
The fact that I have seen more headlines about that white supremacist Stephen Miller throwing a sushi tantrum than about the crisis of care of pregnant immigrant women or the trump admin s failure to reunite kids or even the kids trapped in the cave is making me INSANE.,2018-07-09,272,0,0,927,False,126,False,0.3833333333333333,-0.11388888888888889,Negative
RT @JudicialWatch: The DOJ IG report destroyed the credibility of both the DOJ &amp; the FBI. Plus it confirms what JW has revealed for almost ,2018-07-09,164,0,74,1337,False,1116,False,0.0,0.0,Neutral
RT @fireflye10: trump does not care about the little guy so why does his base support him? https://t.co/4QZjukW5A1 via @HuffPostPol,2018-07-09,144,0,1,7518,False,7396,False,0.75,-0.49375,Negative
RT @KamVTV: Tonight we will see all out well planned MANUFACTURED OUTRAGE protests take place after President Trump announces his ScotusPi ,2018-07-09,144,0,108,22977,False,5027,False,0.0,0.0,Neutral
RT @bryanbehar: My hunch is this is all Trump needed to see.... https://t.co/bCdnS4CTiV,2018-07-09,112,0,26,3224,False,5000,False,0.0,0.0,Neutral
RT @TomthunkitsMind: Trump's biggest supporter in Congress Powerful GOP Rep Jim Jordan appears to be going down... BIGLY! I really don't ,2018-07-09,152,0,361,585,False,815,False,0.4962962962962963,0.11481481481481481,Neutral
Another obvious Trump/Giuliani set up. They say if Cohen tells the truth Trump will be okay. When Cohen tells the truth and it hurts Trump they will say he lied. https://t.co/BmLDmjSZ41,2018-07-09,196,0,0,244,False,54,False,0.5,0.25,Positive
RT @TheRickyDavila: Reminder a court ordered a deadline for the fascist trump regime to have all of the immigrant children they imprisoned ,2018-07-09,148,0,265,2176,False,1249,False,0.0,0.0,Neutral
RT @squidslippers: i remember when social media was new all the adults kept telling kids don't trust everything you read on the internet! ,2018-07-09,160,0,6851,9,False,16,False,0.2606060606060606,0.10189393939393938,Neutral
@jayrosen_nyu Fox media coverage of trump is an like an unlawful campaign contribution. He should have to pay for his advertisements like everyone else,2018-07-09,160,0,0,334,False,727,False,0.0,0.0,Neutral
RT @seokteas: end of thread: fuck charlie puth s racist islamaphobic trump supporting clout clashing rapist and abuser apologist demea ,2018-07-09,140,0,822,1063,False,865,False,0.425,-0.07500000000000001,Negative
RT @krassenstein: According to Trump if you are a Woman you have to take s DNA test to prove your ancestry If you are Black you have to p ,2018-07-09,180,0,3639,47,False,745,False,0.43333333333333335,-0.16666666666666666,Negative
Ask trump. https://t.co/x23jdesqap,2018-07-09,56,0,0,693,False,2184,False,0.0,0.0,Neutral
RT @DanielBShapiro: 1. I don't think we are fully grappling with the possibility that we could be on the on the cusp of a completely new er ,2018-07-09,176,0,76,1805,False,1643,False,0.45454545454545453,0.13636363636363635,Neutral
RT @TheDailyEdge: Trump staffers who whine about getting shouted at in public should ask themselves what they've done to defend journalists ,2018-07-09,148,0,229,1585,False,1584,False,0.06666666666666667,0.0,Neutral
July 4 2018 in Trump's America. resist https://t.co/lXr0eMuZaR,2018-07-09,96,0,0,2648,False,3222,False,0.0,0.0,Neutral
RT @Jordan_Sather_: Didn t a woman Carole Paladino just pass away in a house explosion two days ago right before she was set to testify i ,2018-07-09,168,0,594,243,False,338,False,0.5357142857142857,0.2857142857142857,Positive
RT @TheOGLiberal: BREAKING: Trump has nominated Captain Pollution to replace Scott Pruitt as head of the EPA. https://t.co/6Ps35Ejrql,2018-07-09,136,0,21,1598,False,2464,False,0.0,0.0,Neutral
RT @jonathanchait: I am being told Trump has three different justices being driven around Washington in black sedans like the last scene i ,2018-07-09,152,0,140,2276,False,2860,False,0.36666666666666664,-0.05555555555555555,Negative
RT @seokteas: end of thread: fuck charlie puth s racist islamaphobic trump supporting clout clashing rapist and abuser apologist demea ,2018-07-09,140,0,822,2112,False,195,False,0.425,-0.07500000000000001,Negative
RT @RepJudyChu: Under Obama we did not detain pregnant immigrants. Trump changed that. Now pregnant women are being shackled around the s ,2018-07-09,148,0,32,1,False,8,False,0.5,0.3333333333333333,Positive
RT @NateSilver538: LOL the NYT ran yet *another* profile of Alan Dershowitz in its Sunday edition. https://t.co/EKOvtwL52F,2018-07-09,132,0,445,1822,False,4159,False,0.7,0.8,Positive
RT @EdKrassen: BREAKING: Here is a preview of what @BBCOne will be airing exposing President Trump as a sexual predator at 8:30PM. I know ,2018-07-09,160,0,1295,1950,False,3777,False,0.8333333333333334,0.5,Positive
RT @RBReich: As Trump slaps heavy tariffs on China one company appears to have been spared: Ivanka's clothing brand. The company has anoth ,2018-07-09,160,0,1215,328,False,828,False,0.5,-0.2,Negative
RT @NBCNews: Donald Trump's personal driver for 25 years is suing the Trump Org. alleging that he is owed more than 350 000. https://t.co ,2018-07-09,168,0,255,207,False,304,False,0.4,0.25,Positive
@ChrisNeiweem @RyanAFournier @realDonaldTrump @pfizer Does Trump want to adopt European style price controls?,2018-07-09,108,0,0,729,False,1184,False,0.0,0.0,Neutral
RT @FBRBoycott: Greetings Resisters! Follow this account to find out what businesses to boycott to support the BlueWave and to shut down c ,2018-07-09,152,0,17,1751,False,1065,False,0.2888888888888889,-0.15555555555555559,Negative
RT @KuganCassius: Dear America If you don t like Donald Trump wait until you get a load of this guy... You re welcome https://t.co/F2P ,2018-07-09,164,0,1001,409,False,423,False,0.9,0.8,Positive
Insurers scramble after Trump suspends billions in ObamaCare payments https://t.co/n7igsrAv0h Health insurance should be a right. Not a privilege for the privileged.,2018-07-09,152,0,0,7,False,10,False,0.5357142857142857,0.2857142857142857,Positive
RT @TheMarkPantano: Truthfully I don't know enough about any of the potential Supreme Court nominees to feel comfortable passing judgment. ,2018-07-09,144,0,54,1850,False,1060,False,0.7,0.225,Neutral
RT @karolcummins: Another Trump campaign chair pled guilty to sex trafficking. Ralph Shortey a pious former Oklahoma senator &amp;Trump's ,2018-07-09,144,0,1664,1399,False,813,False,0.43333333333333335,-0.16666666666666666,Negative
RT @Marmel: Whatever Trump does today will be terrible. We both know it. So today recommit to making November 6th a day of action. Registe ,2018-07-09,164,0,515,102032,False,930,True,0.55,-0.45,Negative
RT @BarakRavid: 2 \ An Israeli official told me the Israeli government realized it will not be able to stop the deal set to be worth bill ,2018-07-09,168,0,14,603,False,5002,False,0.3625,0.4,Positive
RT @Alyssa_Milano: This is from last November. But holy shit. In 1987 a young real estate developer traveled to the Soviet Union. The KG ,2018-07-09,160,0,986,11,False,143,False,0.39166666666666666,0.025,Neutral
@ananavarro It s not Trumps policy. It s the law put forth by congress. Obama had 89 000 kids in cages not a peep. Besides Being hypocritical you re lying through your teeth. Everyone will be happy soon when Trump straightens this country out and the rest of the world. Then in 2020 Win again,2018-07-09,296,0,0,7,False,26,False,0.7,0.8,Positive
RT @kenvogel: MAR A LAGO PERK: People who paid 200k/year to be members of the TRUMP resort appear to have been invited on private tours of ,2018-07-09,168,0,1521,10540,False,10239,False,0.375,0.0,Neutral
RT @JYSexton: We re hours away from Donald Trump nominating his second Supreme Court Justice a nominee who could strike a death blow to go ,2018-07-09,164,0,262,105,False,411,False,0.0,0.0,Neutral
RT @Trump454545: Do you think these attacks from the left on the Trump admin are going to get worse and possibly physical? Please vote and ,2018-07-09,164,0,352,757,False,955,False,0.24761904761904763,-0.13333333333333333,Negative
RT @ASlavitt: TODAY: With the attacks by Trump on pre existing conditions and reproductive rights moved to the courts tonight s Supreme Co ,2018-07-09,152,0,942,7792,False,2546,False,0.0,0.0,Neutral
RT @Amy_Siskind: A white mother beat a 92 year old Hispanic man with a brick in the face on Independence Day. This is Donald Trump. He has ,2018-07-09,172,0,18,4040,False,3406,False,0.1,0.05,Neutral
Trump has outsourced judicial nominees to an anti LGBTQ legal group https://t.co/He4NNLGseB LGBT GayNews,2018-07-09,116,0,0,2897,False,702,False,0.2,0.2,Neutral
RT @activist360: Trump s personal chauffeur is suing him. Noel Cintron who served criminal con man Trump for 25 yrs claims the cheap ass m ,2018-07-09,164,0,54,2760,False,3719,False,0.5166666666666667,0.0,Neutral
RT @SocialPowerOne1: Mitch McConnell Orders Dems To Treat Trump SCOTUS Pick With 'Respect And Dignity' https://t.co/akt64NC2L2,2018-07-09,128,0,126,2325,False,2437,False,0.0,0.0,Neutral
RT @cspanradio: President Trump will announce his nominee to fill the Supreme Court vacancy at 9pm Hear it LIVE on C SPAN Radio. SCOTUS ,2018-07-09,160,0,6,4184,False,41,False,0.5,0.13636363636363635,Neutral
RT @CAPAction: Health care is a basic human right but Trump is working hard to pick a Supreme Court justice who will gut our healthcare sys ,2018-07-09,168,0,20,807,False,3955,False,0.32559523809523805,-0.0014880952380952467,Neutral
RT @o_ema: Following a new Trump policy pregnant ICE detainees told @nidhiprakash and I that they are being shackled around the stomach d ,2018-07-09,152,0,494,502,False,464,False,0.35151515151515156,0.15656565656565655,Neutral
RT @renato_mariotti: So Trump and his team are selecting a Supreme Court Justice based in part on the nominee s view of whether a sitting p ,2018-07-09,168,0,4943,271,False,337,False,0.0,0.0,Neutral
RT @amvetsupport: trump better pay attention. While he is planning his stupid ego parade we are all mobilizing as many vets as we can to b ,2018-07-09,168,0,168,1810,False,2649,False,0.5583333333333333,-0.012499999999999983,Neutral
Science scares Trump as does meaningful human connection as does the idea women making decisions about their bodies/not being sex objects so of course nursing is a terrifying concept. Let s breastfeed on The White House lawn https://t.co/DJEgobE2jC,2018-07-09,224,0,0,30,False,169,False,0.4,-0.125,Negative
RT @eugenegu: @realDonaldTrump Trump picked Alex Azar to lead the Department of Health and Human Services. Azar is a lifelong pharmaceutica ,2018-07-09,144,0,945,2573,False,2673,False,0.35,-0.05,Negative
RT @squidslippers: i remember when social media was new all the adults kept telling kids don't trust everything you read on the internet! ,2018-07-09,160,0,6854,708,False,1009,False,0.2606060606060606,0.10189393939393938,Neutral
RT @DailyMail: Rudy Giuliani says London mayor Sadiq Khan should be 'ashamed of himself' over 'highly inappropriate' blimp that mocks Trump ,2018-07-09,144,0,38,0,False,49,False,0.5399999999999999,0.16,Neutral
RT @nytimes: In Opinion President Trump s contention that women need access to formula because of malnutrition defies both science and ,2018-07-09,144,0,508,107,False,262,False,0.0,0.0,Neutral
@JJJJPI4444 Listen close to the truth trump is telling here in this video.he is on target and we are depending on these people in the supreme court to get it right as the constitution dictates or we lose our freedom,2018-07-09,232,0,0,2703,False,2523,False,0.5357142857142857,0.2857142857142857,Positive
RT @EdKrassen: BREAKING: Here is a preview of what @BBCOne will be airing exposing President Trump as a sexual predator at 8:30PM. I know ,2018-07-09,160,0,1295,2934,False,3304,False,0.8333333333333334,0.5,Positive
RT @chrisgeidner: SCOOP: Pregnant women in immigration detention under the Trump administration say they have been denied medical care sh ,2018-07-09,140,0,527,167,False,127,False,0.25,0.16666666666666666,Neutral
BREAKING NEWS: Kim Jung Un says Kick Rocks Pompous ! And warns Trump Your I m Gangsta land now ! Bahahaha Trump you are the King of the Apprentice regarding negotiations!!! https://t.co/HcECSK0rdv,2018-07-09,188,0,0,2291,False,3580,False,0.0,0.0,Neutral
RT @CasiArgiud62: @matthewamiller Alt Nazis should just come clean and say what they are doing. They are eliminating POC as fast as they ca ,2018-07-09,160,0,3,2528,False,3661,False,0.65,0.2833333333333333,Positive
RT @RiskAlert: @fabianaA1970 @ananavarro BEST TIME FOR TRUMP TO GO IS RIGHT NOW! Before he loses or cages more precious children!,2018-07-09,144,0,1,16309,False,16607,False,0.4871428571428571,0.4364285714285714,Positive
RT @Augustus709: Paul Ryan warns voters that if the Dems take Congress they will hold trump accountable. As if holding someone accounta ,2018-07-09,148,0,5002,18,False,5,False,0.0,0.0,Neutral
RT @RedNationRising: If Trump picks Judge Amy Barrett for SCOTUS watch the 'party of women the party of feminism Democrats attack a wom ,2018-07-09,152,0,229,757,False,205,False,0.0,0.0,Neutral
RT @matthewschmitz: High praise for the truly brilliant Amy Coney Barrett from @NoahRFeldman https://t.co/val247Gc5u https://t.co/8vp3alJ ,2018-07-09,128,0,56,22338,False,8930,False,0.77,0.53,Positive
RT @ACLU: Tomorrow is the deadline for the government to reunite 102 separated children under the age of five with their parents. Today in ,2018-07-09,160,0,36,71,False,285,False,0.0,0.0,Neutral
RT @funder: BREAKING: California prosecutor Michael Selyem has been suspended now under investigation. He called Maxine Waters a loud mou ,2018-07-09,140,0,2999,209,False,821,False,0.8,0.1,Neutral
RT @ChelseaClinton: For all surprised by the Trump administration s efforts to weaken support @WHO for breastfeeding important to note tha ,2018-07-09,144,0,2040,252,False,614,False,0.95,0.25,Positive
RT @TomFitton: The anti @RealDonaldTrump violence assault and harassment by leftists are getting dangerously out of hand. Congress needs ,2018-07-09,136,0,449,1736,False,742,False,0.9,-0.6,Negative
@smerconish @CNN @realDonaldTrump @AlanDersh No I no longer watch @CNN. Can't stand the dishonesty. But kudos to Trump for getting advice from experts unlike the Dems who get advice from pollsters.,2018-07-09,196,0,0,0,False,3,False,0.0,0.0,Neutral
RT @gabrielsherman: Inside the White House some aides are annoyed Trump is announcing SCOTUS pick at 9pm because staffers think Bill Shine ,2018-07-09,148,0,960,23,False,1059,False,0.4,-0.2,Negative
RT @ForeverLogical: @realDonaldTrump Trump sells out to the drug companies according to Trump https://t.co/vFHtmbUrNX,2018-07-09,116,0,25,1942,False,1801,False,0.0,0.0,Neutral
 Trump Bows Down To NorthKorea While Begging KimJongUn On NukeDeal https://t.co/eNfm4W3QYT Republicans who spent years accusing Obama of bowing down to America s enemies are watching DonaldTrump bow down to a NorthKorean regime that has threatened to attack the U S. ,2018-07-09,240,0,0,14364,False,13596,False,0.2416666666666667,-0.1416666666666667,Negative
Nancy Maxine and all the democrats and liberals can cry b**th complain and tweet but they can't stop the Trump Train and winning for America https://t.co/EIOeU40Umu,2018-07-09,176,0,0,2465,False,2432,False,0.75,0.5,Positive
RT @WarRoomShow: NOW LIVE: President Trump Has Made His Decision On SCOTUSPick Tune in M F 3pm 6pm central at: https://t.co/0hkrKHwUO3 ,2018-07-09,148,0,67,16434,False,15666,False,0.375,0.06818181818181818,Neutral
RT @maggieNYT: https://t.co/V9aOirj5RQ via @juliehdavis https://t.co/ez6goASffe,2018-07-09,76,0,75,11,False,113,False,0.0,0.0,Neutral
RT @johnmappin: @driverminnie @realDonaldTrump Total Bigotry and Rubbish @driverminnie Millions are celebrating the Arrival of @realDonaldT ,2018-07-09,124,0,185,2403,False,3326,False,0.75,0.0,Neutral
@ShaunKing Not really outrageous. White supremacisrs (i.e. Trump Kirstjen Nielsen Miller Huckabee Sanders etc.) aren't human. They get sexual and nominal gratification from fucking and destroying families who are not white. It's like normal humans drinking water to survive.,2018-07-09,236,0,0,191,False,203,False,0.42291666666666666,0.04375,Neutral
RT @joncoopertweets: Looks like the poor wittle snowflake MAGA fans are a wee bit upset. https://t.co/WPTkFMxx5E,2018-07-09,128,0,4976,973,False,590,False,0.6,-0.4,Negative
RT @RexHuppke: I don't want to get too far ahead of things but my sources are telling me Trump's Supreme Court pick is going to be a white ,2018-07-09,184,0,55,162,False,688,False,0.5,0.05,Neutral
The campaign seeks to give Trump the welcome he deserves. https://t.co/CjWFLTNryc https://t.co/37paDEF3SN,2018-07-09,112,0,0,182345,False,2237,True,0.9,0.8,Positive
https://t.co/43L3UTX0de Republican SuperMajority Guaranteed Senator Durbin sez,2018-07-09,76,0,0,261,False,507,False,0.0,0.0,Neutral
RT @nytimes: A resolution to encourage breast feeding was expected to be approved quickly and easily. Then the U.S. delegation embracing ,2018-07-09,144,0,659,69,False,52,False,0.5777777777777778,0.2222222222222222,Neutral
President Trump s approval ratings rising with Republicans ViralNews https://t.co/h31Pj6c0Fp,2018-07-09,100,0,0,6037,False,6639,False,0.0,0.0,Neutral
Trump: SCOTUS pick will move quickly if I choose right person Breaking https://t.co/x3wP57shE6,2018-07-09,112,0,0,4819,False,5292,False,0.5178571428571428,0.30952380952380953,Positive
RT @KamVTV: Tonight we will see all out well planned MANUFACTURED OUTRAGE protests take place after President Trump announces his ScotusPi ,2018-07-09,144,0,108,354,False,638,False,0.0,0.0,Neutral
RT @PrisonPlanet: The Sadiq Khan baby balloon raised more money in significantly less time than the Trump baby balloon. Guess which one g ,2018-07-09,152,0,4316,219,False,180,False,0.2833333333333333,0.16666666666666669,Neutral
RT @SpockResists: I was waiting for this to happen. I saw a soy bean tRump supporter farmer still praise him on the news the other day say ,2018-07-09,172,0,40,2023,False,1559,False,0.375,-0.125,Negative
RT @RiegerReport: The United States threatened Ecuador and other poor countries with punitive trade measures and withdrawing military aid i ,2018-07-09,140,0,1415,9,False,18,False,0.35833333333333334,-0.20833333333333334,Negative
Sanders: Democrats only message is to attack Trump supporters Breaking https://t.co/29q8opl29E,2018-07-09,104,0,0,13064,False,11359,False,1.0,0.0,Neutral
RT @AdamSchiffCA: Turnout in California s June primary was 60 greater than four years ago. This mirrors what we see in other states dram ,2018-07-09,160,0,1586,321,False,855,False,0.4583333333333333,0.25833333333333336,Positive
RT @PoliticalShort: Trump admin officials are working to stop Germany from allowing Iran to fly more than 350 million in cash out of the ,2018-07-09,160,0,198,951,False,716,False,0.7,0.65,Positive
RT @eugenegu: @realDonaldTrump The Trump administration prevented the World Health Organization from passing a resolution on breast feeding ,2018-07-09,132,0,1807,721,False,1094,False,0.0,0.0,Neutral
RT @TeaPainUSA: If true Trump picked the guy that will protect him from Mueller as predicted and expected. Trump is guilty. https://t. ,2018-07-09,152,0,355,38,False,110,False,0.6833333333333332,-0.08333333333333333,Negative
RT @justinhendrix: Delay distract obstruct... Anything to avoid the elephant in the room: Donald Trump's illegitimacy. https://t.co/EM3X1 ,2018-07-09,136,0,9,4492,False,2482,False,0.0,0.0,Neutral
RT @Gladari: Bruce Turkel Resigns From Fox News With this Scathing Letter About Their Coverage of Trump s Child Separation Policy. https:// ,2018-07-09,148,0,77,22185,False,20735,False,1.0,-0.6,Negative
RT @RealJamesWoods: Yet another profoundly important achievement by our President. Israel https://t.co/LaaUPGrwLs,2018-07-09,108,0,901,362,False,363,False,1.0,0.4,Positive
@Lawrence @GB_fanatic Maybe it s because Trump and his administration are the scum of the earth.,2018-07-09,124,0,0,2101,False,5001,False,0.4,-0.3,Negative
RT @kwilli1046: NeverTrumpers dominate media despite Trump party loyalty at historic high All the NeverTrumpers do is complain. They hav ,2018-07-09,140,0,285,49731,False,52276,False,0.26999999999999996,0.08,Neutral
RT @TomSteyer: Ivanka has never manufactured a product in America but she pays no tariffs. Typical and revolting self dealing. Corruption. ,2018-07-09,144,0,1947,185,False,267,False,0.5,-0.16666666666666666,Negative
RT @IdoAmir: @kylegriffin1 Don't you feel great American brothers and sisters that the money you pay as taxes doesn't come back to you in ,2018-07-09,168,0,63,1245,False,3005,False,0.25,0.26666666666666666,Positive
RT @gatewaypundit: House Judiciary Committee Subpoenas Trump Hating FBI Lawyer Lisa Page https://t.co/DPpQHvN8Xf via @gatewaypundit,2018-07-09,124,0,137,271,False,752,False,0.0,0.0,Neutral
RT @CarinaVanceEC: La creciente y descarada presi n de las multinacionales y los gobiernos que las representan exigen estrategias inteligen ,2018-07-09,140,0,545,3,False,36,False,0.0,0.0,Neutral
RT @RealMAGASteve: AMAZING: In 1984 the NY Times said Trump would be our BEST president...They forgot. They had no idea in 1984 that a p ,2018-07-09,168,0,1049,8585,False,9165,False,0.6,0.8,Positive
RT @washingtonpost: From @fahrenthold: Trump s longtime personal driver sues for overtime wages https://t.co/17ZU1YTVY1,2018-07-09,116,0,181,22,False,86,False,0.3,0.0,Neutral
RT @SethAbramson: Far more plausible than you'd ever imagine. https://t.co/GmbbzEqq7j,2018-07-09,104,0,2579,200,False,788,False,0.6666666666666666,0.3666666666666667,Positive
RT @ACLU: Tomorrow is the deadline for the government to reunite 102 separated children under the age of five with their parents. Today in ,2018-07-09,160,0,37,514,False,752,False,0.0,0.0,Neutral
Trump Stance on Breast Feeding and Formula Criticized by Medical Experts https://t.co/i4uuZ3YbJd,2018-07-09,108,0,0,0,False,30,False,0.0,0.0,Neutral
